IBM,Azure,Google,AWS
0.7600509999999999,0.958107113838195,0.30000001192092896,0.514261484146118
0.908944,0.9617360830307001,0.4000000059604645,0.820619881153106
-0.675144,0.5,0.0,0.94599974155426
0.707989,0.5,0.6000000238418579,0.710917651653289
0.806287,0.5,0.30000001192092896,0.572770059108734
-0.46322199999999997,0.5,-0.10000000149011612,0.9346462488174431
0.9885729999999999,0.9667835235595701,0.0,0.8393927216529841
0.739219,0.855387032032012,0.30000001192092896,0.39432319998741105
0.820413,0.9268252849578851,0.30000001192092896,0.536832153797149
0.81505,0.5,0.30000001192092896,0.542346119880676
0.830807,0.8392119407653801,0.4000000059604645,0.9439508318901061
0.8416300000000001,0.9328951835632321,0.5,0.789663553237915
0.9885729999999999,0.9667835235595701,0.0,0.8870751261711121
0.6559809999999999,0.797287881374359,0.10000000149011612,0.9640709757804871
0.624714,0.9352194070816041,0.10000000149011612,0.549172282218933
0.663297,0.925317227840423,0.30000001192092896,0.8381326198577881
0.5074449999999999,0.5,0.30000001192092896,0.6961534023284911
0.902415,0.5,0.30000001192092896,0.879743099212646
0.6147589999999999,0.707954168319702,0.30000001192092896,0.9159246683120721
0.9885729999999999,0.96267294883728,0.0,0.756299495697021
0.6869069999999999,0.9606990218162531,0.5,0.812335133552551
0.803157,0.8520795702934261,0.20000000298023224,0.775600612163543
0.698681,0.8693052530288691,0.30000001192092896,0.9983546137809751
0.651193,0.828395783901214,0.30000001192092896,0.7738992571830751
0.46397099999999997,0.5,0.30000001192092896,0.9857013225555421
0.7639849999999999,0.5,0.20000000298023224,0.716655373573303
0.531675,0.8854767680168151,0.0,0.697789013385772
0.6131519999999999,0.22703486680984403,0.10000000149011612,0.7194253206253051
0.9885729999999999,0.9667835235595701,0.0,0.7943308353424071
0.463043,0.11901754140853801,-0.10000000149011612,0.338629901409149
0.48058799999999996,0.5,0.0,0.317611426115036
0.43413,0.821421027183532,0.20000000298023224,0.816000461578369
0.7879029999999999,0.9457509517669671,0.5,0.9156325459480281
0.8585889999999999,0.5,0.4000000059604645,0.51977252960205
0.9885729999999999,0.941832900047302,0.0,0.6534186601638791
0,0.5,0.20000000298023224,0.9672632813453671
0.9950009999999999,0.9590371847152711,0.30000001192092896,0.8876772522926331
0.805372,0.9195653200149531,0.10000000149011612,0.7259474992752071
0.851915,0.5,0.20000000298023224,0.846040546894073
0.891621,0.5,0.30000001192092896,0.528952836990356
0.836151,0.5,0.4000000059604645,0.645085990428924
0.643095,0.8593083620071411,0.0,0.778885304927825
0.8691439999999999,0.9621855616569511,0.0,0.9040095806121821
0.9758629999999999,0.9365619421005241,0.20000000298023224,0.9740796089172361
0.601596,0.8734886646270751,0.0,0.6611864566802971
0.515911,0.7495814561843871,0.0,0.9790179729461671
0.42786199999999996,0.5,0.0,0.9951015114784241
0.532098,0.5,0.30000001192092896,0.984618246555328
0.9902949999999999,0.5,0.10000000149011612,0.959305524826049
-0.383613,0.5,-0.20000000298023224,0.9606520533561701
-0.524238,0.5,-0.20000000298023224,0.886279940605163
-0.816585,0.5,0.0,0.9764885902404781
0.828229,0.5,0.0,0.9961742758750911
0.8207329999999999,0.8635293245315551,0.5,0.9917544126510621
0.9859200000000001,0.5,0.10000000149011612,0.5678607225418091
0.789144,0.5,0.0,0.864204168319702
0.781957,0.5,0.0,0.9913869500160211
0.890014,0.5,0.20000000298023224,0.621609628200531
0.464945,0.5,0.10000000149011612,0.958192706108093
0.8015859999999999,0.5,0.30000001192092896,0.890035510063171
0.991431,0.5,0.5,0.5399340391159051
-0.8079259999999999,0.5,0.10000000149011612,0.9674130678176881
0.8677509999999999,0.9394806623458861,0.30000001192092896,0.9876290559768671
0.9108339999999999,0.9583719372749321,0.4000000059604645,0.9534397721290581
0.8870100000000001,0.87574553489685,0.5,0.972186684608459
0.840533,0.9380160570144651,0.6000000238418579,0.8070964813232421
0.9559059999999999,0.9582642316818231,0.5,0.717540085315704
0.750262,0.8142601251602171,0.4000000059604645,0.780045390129089
0.6420049999999999,0.5,0.10000000149011612,0.805752277374267
0.517338,0.8469997644424431,0.4000000059604645,0.8394483327865601
0.879319,0.791094899177551,0.5,0.781241059303283
0.883656,0.5,0.5,0.7770060896873471
0.7126159999999999,0.5,-0.10000000149011612,0.790449500083923
0.870394,0.94090861082077,0.5,0.579209446907043
-0.38863899999999996,0.869114458560943,0.30000001192092896,0.9580890536308281
0.499332,0.20254668593406602,0.30000001192092896,0.6219378113746641
0.918543,0.9693942070007321,0.5,0.8291556239128111
0.797774,0.7566955089569091,0.6000000238418579,0.8269523382186891
0.7780969999999999,0.5,0.5,0.8731173872947691
0.727931,0.781923174858093,0.0,0.6726586222648621
0.9351200000000001,0.810043573379516,0.699999988079071,0.6679864525794981
0.914169,0.5,-0.6000000238418579,0.8916133642196651
0.6903739999999999,0.5,0.0,0.9957476258277891
0.759523,0.5,0.0,0.9694032669067381
0.924462,0.8226830959320061,0.699999988079071,0.9216252565383911
0.887034,0.5,0.0,0.99349045753479
0.9422039999999999,0.5,-0.10000000149011612,0.8975883722305291
0.685533,0.782137632369995,0.4000000059604645,0.785483360290527
0.898586,0.7472729682922361,0.6000000238418579,0.61195683479309
0.647431,0.5,0.0,0.9203441143035881
0.8333800000000001,0.812235474586486,0.4000000059604645,0.7956846952438351
0.7578739999999999,0.905850052833557,0.6000000238418579,0.9534251093864441
0.978366,0.9549116492271421,0.10000000149011612,0.9174609780311581
0,0.7605570554733271,0.0,0.9733557701110841
-0.450184,0.5,-0.20000000298023224,0.9926539659500121
0.9202089999999999,0.9369353055953981,0.10000000149011612,0.5376402139663691
0.5473,0.5,-0.10000000149011612,0.436084419488906
0.86665,0.9105193614959711,0.20000000298023224,0.9666010141372681
0.865898,0.5,0.20000000298023224,0.5415900349617
0.7427039999999999,0.5,0.30000001192092896,0.8599795699119561
0.9885729999999999,0.9688605070114131,0.0,0.8632713556289671
0.342987,0.891945123672485,0.0,0.649832189083099
0.659239,0.5,0.10000000149011612,0.531759679317474
0.9599209999999999,0.9079120755195611,0.6000000238418579,0.998326003551483
0.9287249999999999,0.83162772655487,0.30000001192092896,0.89439970254898
-0.464037,0.5,0.0,0.9618736505508421
0.8075359999999999,0.7642661333084101,0.20000000298023224,0.7689968347549431
0.8809389999999999,0.945463836193084,0.4000000059604645,0.651411354541778
0.9885729999999999,0.9657633304595941,0.0,0.8543622493743891
0.8664449999999999,0.962440192699432,0.30000001192092896,0.9680658578872681
0.976977,0.7861170172691341,0.0,0.981744050979614
0.857321,0.8956329822540281,0.5,0.828387916088104
0.831105,0.7244521379470821,0.30000001192092896,0.564134061336517
0.7166859999999999,0.5,0.0,0.7424317598342891
0.697531,0.5,0.4000000059604645,0.528477907180786
0.9885729999999999,0.9667835235595701,0.0,0.8641260266304011
0.222166,0.5,0.0,0.9918334484100341
0.828074,0.5,0.10000000149011612,0.6638078093528741
0.686524,0.9431262016296381,0.20000000298023224,0.8078958988189691
0.796626,0.822611808776855,0.30000001192092896,0.60257202386856
0.588845,0.5,0.20000000298023224,0.9655436873435971
0.758964,0.82160747051239,0.6000000238418579,0.589813232421875
0.556924,0.5,0.20000000298023224,0.8063835501670831
0.9885729999999999,0.9667835235595701,0.0,0.8879033327102661
0.759753,0.5,0.10000000149011612,0.34912145137786804
-0.643411,0.5,0.30000001192092896,0.802878260612487
0.7424149999999999,0.805410265922546,0.6000000238418579,0.41998624801635703
0.792843,0.5,0.20000000298023224,0.997854650020599
0.855381,0.5,0.10000000149011612,0.838119745254516
0.767268,0.5,0.30000001192092896,0.7744972705841061
0.6987639999999999,0.5,0.30000001192092896,0.674405217170715
0.835177,0.5,0.4000000059604645,0.7836560606956481
0.9885729999999999,0.9667835235595701,0.0,0.858897387981414
0.904983,0.771256744861602,0.10000000149011612,0.8175630569458001
0.782654,0.8228909969329831,0.20000000298023224,0.8376826643943781
-0.615109,0.23272702097892703,0.20000000298023224,0.8240369558334351
0.8759929999999999,0.5,0.20000000298023224,0.9557663202285761
0.918692,0.85768973827362,0.10000000149011612,0.9363596439361571
0.689076,0.948063850402832,0.0,0.9798415899276731
0,0.5,0.0,0.982212543487548
0.621873,0.9483875036239621,0.20000000298023224,0.5476582646369931
-0.5554819999999999,0.5,-0.10000000149011612,0.824103891849517
0.306983,0.878406047821044,0.0,0.424070447683334
0.604251,0.836388349533081,0.30000001192092896,0.45106711983680703
0.869552,0.7885082364082331,0.4000000059604645,0.8981547355651851
-0.6586449999999999,0.5,0.0,0.982012748718261
0.5939829999999999,0.884370326995849,0.30000001192092896,0.48777380585670405
0.289327,0.5,-0.10000000149011612,0.683027386665344
0.767408,0.8173971176147461,0.10000000149011612,0.8390945792198181
0.531754,0.5,0.30000001192092896,0.9400467872619621
0.756869,0.5,0.5,0.6617278456687921
